County Name,State,Metropolitan Designation,Original Property Value,Original Loan Amount,Original LTV,Current Property Value,Current Loan Amount,Current LTV,Future Property Value,Future Loan Amount,Future LTV
GARDEN,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GARFIELD,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GOSPER,NEBRASKA,"LEXINGTON, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRANT,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GREELEY,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HALL,NEBRASKA,"GRAND ISLAND, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAMILTON,NEBRASKA,"GRAND ISLAND, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARLAN,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAYES,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HITCHCOCK,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOLT,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOOKER,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOWARD,NEBRASKA,"GRAND ISLAND, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JOHNSON,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KEARNEY,NEBRASKA,"KEARNEY, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KEITH,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KEYA PAHA,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KIMBALL,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KNOX,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LANCASTER,NEBRASKA,"LINCOLN, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,NEBRASKA,"NORTH PLATTE, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOGAN,NEBRASKA,"NORTH PLATTE, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOUP,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCPHERSON,NEBRASKA,"NORTH PLATTE, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MADISON,NEBRASKA,"NORFOLK, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MERRICK,NEBRASKA,"GRAND ISLAND, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MORRILL,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NANCE,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NEMAHA,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NUCKOLLS,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OTOE,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PAWNEE,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PERKINS,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PHELPS,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PIERCE,NEBRASKA,"NORFOLK, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PLATTE,NEBRASKA,"COLUMBUS, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
POLK,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RED WILLOW,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RICHARDSON,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROCK,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SALINE,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SARPY,NEBRASKA,"OMAHA-COUNCIL BLUFFS, NE-IA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAUNDERS,NEBRASKA,"OMAHA-COUNCIL BLUFFS, NE-IA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCOTTS BLUFF,NEBRASKA,"SCOTTSBLUFF, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SEWARD,NEBRASKA,"LINCOLN, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHERIDAN,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHERMAN,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SIOUX,NEBRASKA,"SCOTTSBLUFF, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STANTON,NEBRASKA,"NORFOLK, NE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
THAYER,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
THOMAS,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
THURSTON,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VALLEY,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,NEBRASKA,"OMAHA-COUNCIL BLUFFS, NE-IA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAYNE,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WEBSTER,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WHEELER,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
YORK,NEBRASKA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHURCHILL,NEVADA,"FALLON, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLARK,NEVADA,"LAS VEGAS-HENDERSON-PARADISE, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DOUGLAS,NEVADA,"GARDNERVILLE RANCHOS, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ELKO,NEVADA,"ELKO, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ESMERALDA,NEVADA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EUREKA,NEVADA,"ELKO, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HUMBOLDT,NEVADA,"WINNEMUCCA, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LANDER,NEVADA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,NEVADA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LYON,NEVADA,"FERNLEY, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MINERAL,NEVADA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NYE,NEVADA,"PAHRUMP, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PERSHING,NEVADA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STOREY,NEVADA,"RENO, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHOE,NEVADA,"RENO, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WHITE PINE,NEVADA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARSON CITY,NEVADA,"CARSON CITY, NV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BELKNAP,NEW HAMPSHIRE,"LACONIA, NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARROLL,NEW HAMPSHIRE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHESHIRE,NEW HAMPSHIRE,"KEENE, NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COOS,NEW HAMPSHIRE,"BERLIN, NH-VT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRAFTON,NEW HAMPSHIRE,"CLAREMONT-LEBANON, NH-VT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HILLSBOROUGH,NEW HAMPSHIRE,"MANCHESTER-NASHUA, NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MERRIMACK,NEW HAMPSHIRE,"CONCORD, NH",50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
ROCKINGHAM,NEW HAMPSHIRE,"BOSTON-CAMBRIDGE-NEWTON, MA-NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STRAFFORD,NEW HAMPSHIRE,"BOSTON-CAMBRIDGE-NEWTON, MA-NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SULLIVAN,NEW HAMPSHIRE,"CLAREMONT-LEBANON, NH-VT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ATLANTIC,NEW JERSEY,"ATLANTIC CITY-HAMMONTON, NJ",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BERGEN,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BURLINGTON,NEW JERSEY,"PHILADELPHIA-CAMDEN-WILMINGTON, PA-NJ-D",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAMDEN,NEW JERSEY,"PHILADELPHIA-CAMDEN-WILMINGTON, PA-NJ-D",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAPE MAY,NEW JERSEY,"OCEAN CITY, NJ",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CUMBERLAND,NEW JERSEY,"VINELAND-BRIDGETON, NJ",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ESSEX,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GLOUCESTER,NEW JERSEY,"PHILADELPHIA-CAMDEN-WILMINGTON, PA-NJ-D",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HUDSON,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HUNTERDON,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MERCER,NEW JERSEY,"TRENTON, NJ",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MIDDLESEX,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONMOUTH,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MORRIS,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OCEAN,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PASSAIC,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SALEM,NEW JERSEY,"PHILADELPHIA-CAMDEN-WILMINGTON, PA-NJ-D",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SOMERSET,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUSSEX,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNION,NEW JERSEY,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WARREN,NEW JERSEY,"ALLENTOWN-BETHLEHEM-EASTON, PA-NJ",20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
BERNALILLO,NEW MEXICO,"ALBUQUERQUE, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CATRON,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHAVES,NEW MEXICO,"ROSWELL, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CIBOLA,NEW MEXICO,"GRANTS, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLFAX,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CURRY,NEW MEXICO,"CLOVIS, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DE BACA,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DONA ANA,NEW MEXICO,"LAS CRUCES, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EDDY,NEW MEXICO,"CARLSBAD-ARTESIA, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRANT,NEW MEXICO,"SILVER CITY, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GUADALUPE,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARDING,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HIDALGO,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEA,NEW MEXICO,"HOBBS, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LOS ALAMOS,NEW MEXICO,"LOS ALAMOS, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LUNA,NEW MEXICO,"DEMING, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MCKINLEY,NEW MEXICO,"GALLUP, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MORA,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OTERO,NEW MEXICO,"ALAMOGORDO, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
QUAY,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RIO ARRIBA,NEW MEXICO,"ESPANOLA, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROOSEVELT,NEW MEXICO,"PORTALES, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SANDOVAL,NEW MEXICO,"ALBUQUERQUE, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAN JUAN,NEW MEXICO,"FARMINGTON, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAN MIGUEL,NEW MEXICO,"LAS VEGAS, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SANTA FE,NEW MEXICO,"SANTA FE, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SIERRA,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SOCORRO,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TAOS,NEW MEXICO,"TAOS, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TORRANCE,NEW MEXICO,"ALBUQUERQUE, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNION,NEW MEXICO,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VALENCIA,NEW MEXICO,"ALBUQUERQUE, NM",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALBANY,NEW YORK,"ALBANY-SCHENECTADY-TROY, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALLEGANY,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRONX,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BROOME,NEW YORK,"BINGHAMTON, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CATTARAUGUS,NEW YORK,"OLEAN, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAYUGA,NEW YORK,"AUBURN, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHAUTAUQUA,NEW YORK,"JAMESTOWN-DUNKIRK-FREDONIA, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHEMUNG,NEW YORK,"ELMIRA, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHENANGO,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLINTON,NEW YORK,"PLATTSBURGH, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLUMBIA,NEW YORK,"HUDSON, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CORTLAND,NEW YORK,"CORTLAND, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DELAWARE,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DUTCHESS,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ERIE,NEW YORK,"BUFFALO-CHEEKTOWAGA-NIAGARA FALLS, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ESSEX,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRANKLIN,NEW YORK,"MALONE, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FULTON,NEW YORK,"GLOVERSVILLE, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GENESEE,NEW YORK,"BATAVIA, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GREENE,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAMILTON,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HERKIMER,NEW YORK,"UTICA-ROME, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,NEW YORK,"WATERTOWN-FORT DRUM, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KINGS,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEWIS,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIVINGSTON,NEW YORK,"ROCHESTER, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MADISON,NEW YORK,"SYRACUSE, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONROE,NEW YORK,"ROCHESTER, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTGOMERY,NEW YORK,"AMSTERDAM, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NASSAU,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NEW YORK,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NIAGARA,NEW YORK,"BUFFALO-CHEEKTOWAGA-NIAGARA FALLS, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ONEIDA,NEW YORK,"UTICA-ROME, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ONONDAGA,NEW YORK,"SYRACUSE, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ONTARIO,NEW YORK,"ROCHESTER, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ORANGE,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ORLEANS,NEW YORK,"ROCHESTER, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OSWEGO,NEW YORK,"SYRACUSE, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OTSEGO,NEW YORK,"ONEONTA, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PUTNAM,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
QUEENS,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RENSSELAER,NEW YORK,"ALBANY-SCHENECTADY-TROY, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RICHMOND,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROCKLAND,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. LAWRENCE,NEW YORK,"OGDENSBURG-MASSENA, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SARATOGA,NEW YORK,"ALBANY-SCHENECTADY-TROY, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCHENECTADY,NEW YORK,"ALBANY-SCHENECTADY-TROY, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCHOHARIE,NEW YORK,"ALBANY-SCHENECTADY-TROY, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCHUYLER,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SENECA,NEW YORK,"SENECA FALLS, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
STEUBEN,NEW YORK,"CORNING, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUFFOLK,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SULLIVAN,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TIOGA,NEW YORK,"BINGHAMTON, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TOMPKINS,NEW YORK,"ITHACA, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ULSTER,NEW YORK,"KINGSTON, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WARREN,NEW YORK,"GLENS FALLS, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,NEW YORK,"GLENS FALLS, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAYNE,NEW YORK,"ROCHESTER, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WESTCHESTER,NEW YORK,"NEW YORK-NEWARK-JERSEY CITY, NY-NJ-PA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WYOMING,NEW YORK,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
YATES,NEW YORK,"ROCHESTER, NY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALAMANCE,NORTH CAROLINA,"BURLINGTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALEXANDER,NORTH CAROLINA,"HICKORY-LENOIR-MORGANTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALLEGHANY,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ANSON,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ASHE,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
AVERY,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BEAUFORT,NORTH CAROLINA,"WASHINGTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BERTIE,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BLADEN,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRUNSWICK,NORTH CAROLINA,"MYRTLE BEACH-CONWAY-NORTH MYRTLE BEACH,",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BUNCOMBE,NORTH CAROLINA,"ASHEVILLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BURKE,NORTH CAROLINA,"HICKORY-LENOIR-MORGANTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CABARRUS,NORTH CAROLINA,"CHARLOTTE-CONCORD-GASTONIA, NC-SC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALDWELL,NORTH CAROLINA,"HICKORY-LENOIR-MORGANTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAMDEN,NORTH CAROLINA,"ELIZABETH CITY, NC",50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
CARTERET,NORTH CAROLINA,"MOREHEAD CITY, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CASWELL,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CATAWBA,NORTH CAROLINA,"HICKORY-LENOIR-MORGANTON, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHATHAM,NORTH CAROLINA,"DURHAM-CHAPEL HILL, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHEROKEE,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHOWAN,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLAY,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLEVELAND,NORTH CAROLINA,"SHELBY, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COLUMBUS,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CRAVEN,NORTH CAROLINA,"NEW BERN, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CUMBERLAND,NORTH CAROLINA,"FAYETTEVILLE, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CURRITUCK,NORTH CAROLINA,"VIRGINIA BEACH-NORFOLK-NEWPORT NEWS, VA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DARE,NORTH CAROLINA,"KILL DEVIL HILLS, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DAVIDSON,NORTH CAROLINA,"WINSTON-SALEM, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DAVIE,NORTH CAROLINA,"WINSTON-SALEM, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DUPLIN,NORTH CAROLINA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DURHAM,NORTH CAROLINA,"DURHAM-CHAPEL HILL, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EDGECOMBE,NORTH CAROLINA,"ROCKY MOUNT, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FORSYTH,NORTH CAROLINA,"WINSTON-SALEM, NC",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
